"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5"
"311.22312616",0.10284,0.10542,0.10543,0.10698,0.10698
"313.166",0.042468,0.081362,0.081576,0.081613,0.081729
"313.11967",0.42936,0.43431,0.43335,0.43321,0.4332
"313.23847",0.026046,0.03232,0.045205,0.045189,0.045216
"313.17476",0.090499,0.12603,0.12576,0.12911,0.12917
"313.21004",1.6282,1.6094,1.6059,1.6065,1.6065
"313.23886495",1.3755,1.3668,1.3644,1.3649,1.3649
"313.20258",0.39715,0.39314,0.39315,0.39306,0.39306
"314.14341",1.0854,1.075,1.0726,1.0726,1.0727
"314.11541",0.20837,0.21579,0.21603,0.21597,0.21596
"314.14882",1.3576,1.3753,1.3729,1.373,1.3729
"314.20923",0.16815,0.17304,0.17272,0.17271,0.17275
"315.1213",0.56751,0.58904,0.59348,0.59335,0.59334
"315.18152",0.010769,0.086484,0.086758,0.087212,0.087349
"315.0326",1.067,1.136,1.1407,1.1429,1.1429
"315.13532",0.47739,0.47937,0.47926,0.48003,0.48007
"315.10779",0.5548,0.5648,0.58426,0.5843,0.58451
"315.10944",1.1786,1.171,1.1697,1.1693,1.1693
"315.25424",0.46312,0.45849,0.45769,0.45755,0.45755
"316.15176",0.09501,0.11576,0.11884,0.11881,0.11883
"316.15314",0.1496,0.15058,0.18759,0.20174,0.20216
"317.04808",2.6211,2.5963,2.5912,2.5912,2.5912
"317.15085",0.12132,0.20512,0.20571,0.20669,0.20669
"317.13994",1.0448,1.0983,1.0974,1.0977,1.0977
"317.15132",0.55491,0.54876,0.54758,0.54787,0.54787
"317.15082",0.65154,0.66739,0.66713,0.66697,0.66696
"317.22527",0.0087361,0.085134,0.084948,0.085433,0.085446
"318.13079",0.11386,0.1192,0.14363,0.14361,0.14362
"318.15442",0.37353,0.43889,0.44955,0.44941,0.44941
"318.14962",1.2458,1.2732,1.2714,1.2711,1.2711
"318.22866",0.16548,0.17224,0.17185,0.17195,0.17196
"319.13145",0.079107,0.13937,0.15897,0.15912,0.15912
"319.16668",1.4288,1.4231,1.4207,1.4202,1.4202
"319.2223",0.1717,0.20041,0.20109,0.20107,0.20108
"319.11543",0.21316,0.21794,0.21746,0.21778,0.21778
"319.16649",0.95667,0.96616,0.96461,0.96498,0.96498
"319.21297",1.3393,1.3417,1.3512,1.3508,1.3508
"319.15748",0.26114,0.60811,0.61405,0.61731,0.61731
"320.13704",0.42676,0.43081,0.43087,0.43579,0.43586
"321.13052",0.96549,0.95432,0.9523,0.95221,0.95221
"321.13475",0.45805,0.45522,0.45426,0.45483,0.45483
"321.14619",1.3495,1.344,1.3414,1.341,1.3409
"321.14999",0.21646,0.22458,0.33031,0.34668,0.34668
"321.20741",1.3408,1.3256,1.3264,1.3261,1.3261
"322.14108",0.35411,0.36094,0.36043,0.36044,0.36044
"322.17317",0.70758,0.75543,0.75376,0.75445,0.75447
"322.24714",0.80397,0.81787,0.81727,0.81706,0.81705
"322.94178",0.31779,0.31448,0.3151,0.31511,0.3151
"323.14232",0.46204,0.50809,0.51141,0.51209,0.51228
"323.07806",0.64433,0.65192,0.6597,0.66004,0.66003
"323.16155",0.63477,0.65673,0.65939,0.65918,0.65918
"323.22047",0.089033,0.091541,0.09266,0.092684,0.092691
"323.18994",0.20305,0.21313,0.21287,0.2128,0.21281
"324.13008",0.53195,0.52581,0.52482,0.52466,0.52468
"325.12333",0.74576,0.74542,0.78574,0.78703,0.78707
"325.27533",0.30075,0.31082,0.31048,0.31122,0.31122
"325.18489",2.1832,2.1605,2.1588,2.1591,2.1591
"325.18449",0.2424,0.23976,0.23927,0.2392,0.23928
"325.20249",0.37899,0.38028,0.37994,0.37982,0.37983
"325.27502",0.26977,0.29531,0.29494,0.29555,0.29555
"326.20912",0.29114,0.29864,0.29916,0.30001,0.30001
"327.08815",0.78466,0.82595,0.82422,0.82538,0.82537
"327.10238",0.88347,0.8778,0.88368,0.88358,0.88357
"327.06658",0.19159,0.22006,0.21986,0.22013,0.22015
"327.13554",0.31347,0.32765,0.32707,0.32736,0.32741
"327.21811",0.39286,0.39052,0.38989,0.38977,0.38977
"327.21813",0.24761,0.2451,0.24458,0.24453,0.24453
"327.21823",0.33807,0.33463,0.33416,0.33412,0.33412
"328.11946",0.62262,0.62389,0.62614,0.62593,0.62592
"328.16196",1.5517,1.552,1.5489,1.5484,1.5484
"328.16985",0.92658,0.92642,0.9244,0.92524,0.92528
"329.07676",0.41787,0.50861,0.50789,0.50795,0.50803
"329.10338",1.7181,1.6997,1.6972,1.6967,1.6966
"329.17625",1.0164,1.0061,1.0069,1.0066,1.0066
"329.10361",1.1055,1.0989,1.0985,1.0984,1.0984
"329.10376",0.54846,0.584,0.59076,0.59058,0.59058
"329.23346",0.093184,0.1311,0.13422,0.13873,0.13873
"330.14398",2.0262,2.0129,2.0084,2.0084,2.0084
"330.10789",0.19827,0.22091,0.22485,0.22486,0.22495
"330.20405",0.32882,0.32577,0.32518,0.32521,0.32522
"330.23725",0.37201,0.37034,0.3722,0.37283,0.37283
"331.08034",1.5981,1.5823,1.5793,1.579,1.579
"331.10016",2.3171,2.3175,2.317,2.3165,2.3165
"331.15569",1.2244,1.2274,1.2247,1.2243,1.2243
"331.23962",0.0047983,0.042566,0.048922,0.052839,0.052918
"331.25516",1.5186,1.5014,1.4983,1.4986,1.4986
"331.24946337",1.4322,1.4156,1.4179,1.4178,1.4178
"332.18324",0.57679,0.57109,0.57262,0.57374,0.57374
"332.15936",1.4579,1.4734,1.475,1.4745,1.4745
"332.93431",1.0464,1.0373,1.0544,1.0559,1.056
"333.13299",1.5617,1.5449,1.5441,1.5437,1.5437
"333.1383",0.44985,0.46192,0.4609,0.46124,0.46124
"333.1462",0.61139,0.64802,0.6481,0.64789,0.64789
"333.09587",0.57899,0.71789,0.7641,0.76657,0.76662
"333.13486",0.5504,0.55573,0.5666,0.56641,0.56643
"333.27997",1.8624,1.8616,1.861,1.8604,1.8604
"333.13072",0.61515,0.60805,0.6067,0.60651,0.6065
"333.20753",1.7028,1.684,1.682,1.6819,1.6819
"334.17755",0.12514,0.17396,0.17923,0.17927,0.17933
"334.15279",0.43431,0.43478,0.45502,0.45512,0.45515
"334.11771",2.1515,2.1287,2.124,2.1236,2.1236
"335.12318",0.40066,0.48149,0.48072,0.48875,0.48879
"335.16206",0.61579,0.60984,0.6092,0.60901,0.609
"335.16194",1.1573,1.1607,1.1601,1.1597,1.1597
"335.15372",0.97496,0.98329,0.98121,0.98271,0.98273
"335.16186",1.167,1.1579,1.1585,1.1582,1.1582
"335.16176",0.79979,0.8073,0.80558,0.8054,0.80539
"335.22328",0.55684,0.58104,0.58711,0.58712,0.58711
"335.22317",0.49513,0.49044,0.48964,0.48955,0.48955
"335.22088",0.44496,0.46003,0.46005,0.46038,0.46037
"337.09377",0.059329,0.066869,0.092407,0.092716,0.092895
"337.17752",1.8124,1.8051,1.8017,1.8013,1.8013
"337.15183",0.30524,0.30313,0.30986,0.31236,0.31237
"337.19213",0.0049202,0.078666,0.079687,0.079843,0.079847
"337.23889",0.80735,0.80184,0.80007,0.79988,0.79987
"337.23882",0.66944,0.71075,0.71007,0.71,0.71
"338.17251",0.54893,0.57055,0.5693,0.56911,0.56911
"338.23648",0.22277,0.22041,0.22062,0.22055,0.22058
"339.15661",0.92038,0.91568,0.91805,0.91801,0.918
"339.20742",0.18572,0.18367,0.18397,0.18463,0.1847
"339.20765",0.38329,0.50507,0.50506,0.50633,0.50653
"339.20007",0.066824,0.093495,0.093288,0.093277,0.093285
"339.18869",0.13284,0.16179,0.16196,0.16201,0.16201
"340.18796",0.044731,0.049056,0.059862,0.059951,0.05995
"340.16038",1.6718,1.6752,1.6742,1.6742,1.6742
"340.22457",0.085398,0.11931,0.1191,0.11999,0.12005
"340.91755",1.1925,1.1806,1.18,1.1801,1.1801
"341.10128",0.49451,0.48988,0.48948,0.48933,0.48933
"341.22343",0.70052,0.69572,0.69418,0.69397,0.69397
"341.10118",0.75405,0.74788,0.78621,0.78667,0.78671
"341.19751",0.64518,0.63896,0.63781,0.63783,0.63783
"342.10064",0.0028123,0.2012,0.20113,0.20287,0.20377
"342.26538",0.1278,0.14295,0.1708,0.17099,0.17099
"342.2403",0.33181,0.32823,0.32817,0.32815,0.32817
"342.24013",0.21083,0.20916,0.21009,0.21005,0.21007
"343.0615",0.85968,0.85375,0.8535,0.85332,0.85331
"343.19471",0.44872,0.44351,0.44365,0.44386,0.44386
"343.21276",0.13258,0.13163,0.13307,0.13304,0.13306
"343.21278",0.79737,0.87963,0.8786,0.87908,0.87909
"343.21281",0.22019,0.25723,0.25669,0.25728,0.25728
"343.28553",0.30546,0.30192,0.3013,0.3012,0.3012
"343.21868",2.2914,2.2734,2.2685,2.2677,2.2678
"343.11127",0.24334,0.41558,0.41555,0.4262,0.42627
"343.21301",0.44369,0.43935,0.4384,0.43825,0.43825
"344.28098",0.55461,0.54917,0.54802,0.54784,0.54784
"344.14555",1.1204,1.1099,1.1077,1.1084,1.1085
"344.21939",0.043843,0.072575,0.075148,0.076299,0.076307
"345.14529",0.16751,0.19919,0.2192,0.22,0.22002
"345.22715",0.56016,0.55716,0.55609,0.56004,0.56009
"345.20747",0.52763,0.55592,0.56469,0.56457,0.56459
"345.2283",0.35479,0.35269,0.35252,0.35252,0.35252
"345.2287",0.12015,0.15506,0.16192,0.16377,0.16377
"345.21085",0.28372,0.28759,0.28696,0.28686,0.28686
"345.21088",0.32547,0.32836,0.32778,0.32769,0.32768
"345.24404",2.1358,2.1183,2.1136,2.1129,2.113
"345.22879",0.37907,0.37715,0.3764,0.37629,0.37628
"346.13878",0.75246,0.76337,0.77137,0.77471,0.77471
"346.21112",0.044168,0.085093,0.090285,0.090291,0.090545
"347.15023",0.98791,1.0025,1.0004,1.0015,1.0015
"347.22328",0.82857,0.83754,0.84115,0.84089,0.84089
"347.25908",0.22326,0.22164,0.22541,0.22539,0.2254
"347.22643",0.19174,0.19208,0.25091,0.25083,0.25146
"347.22076",0.042673,0.063254,0.066891,0.067891,0.06797
"347.18991",1.0987,1.0897,1.0926,1.0927,1.0927
"347.24447",0.46641,0.46132,0.46036,0.4607,0.4607
"347.24434",0.16535,0.16494,0.16461,0.16464,0.16464
"348.18532",2.3433,2.3191,2.3141,2.3134,2.3134
"348.22658",0.23751,0.2375,0.2371,0.23761,0.23765
"348.17412",0.8941,0.89858,0.89882,0.89855,0.89856
"348.22409",0.01657,0.066016,0.067664,0.06889,0.068956
"348.19358",0.28204,0.28564,0.2878,0.28776,0.28776
"348.89642",0.39249,0.38835,0.38773,0.38761,0.3876
"349.13733",0.66853,0.74676,0.74679,0.75016,0.75015
"349.08686",0.17691,0.33576,0.33521,0.34525,0.34532
"349.14133",1.0623,1.0686,1.0669,1.0665,1.0665
"349.14107",0.6815,0.67367,0.6722,0.67197,0.67196
"349.12566",0.7106,0.71862,0.71832,0.71809,0.71808
"349.1712",0.16309,0.23217,0.23346,0.23638,0.23643
"349.20253",0.55371,0.5485,0.54921,0.54906,0.54906
"350.10972",0.21976,0.23963,0.27822,0.27939,0.27941
"350.23723",1.4499,1.4365,1.4368,1.4366,1.4366
"351.06195",0.40366,0.41965,0.42834,0.43657,0.43678
"351.06412",2.7817,2.7562,2.7501,2.7492,2.7492
"351.22132",0.33153,0.33218,0.33171,0.3316,0.33159
"351.25236",0.036746,0.084952,0.089072,0.092777,0.092817
"351.21629",0.59074,0.58399,0.58377,0.58361,0.58361
"351.21788",0.33562,0.33176,0.33225,0.33333,0.33335
"351.19316",2.2884,2.2688,2.2641,2.2633,2.2633
"351.21837",0.67238,0.70622,0.70618,0.70671,0.7067
"351.19304",2.1585,2.1372,2.1327,2.132,2.1319
"351.92527",1.306,1.2911,1.2923,1.2923,1.2922
"352.28617",0.27442,0.2804,0.28006,0.27997,0.27997
"352.9586",0.76737,0.90397,0.90473,0.90542,0.90547
"353.14295",0.22546,0.22334,0.22322,0.22318,0.22319
"353.2012",0.22985,0.22719,0.23167,0.23318,0.23318
"353.23088",0.6391,0.63242,0.63256,0.63507,0.63507
"353.11732",0.97046,0.95922,0.96489,0.96943,0.96942
"353.16856",0.0063996,0.28186,0.28327,0.29782,0.29795
"354.26517",1.3197,1.3045,1.3016,1.302,1.302
"355.06372",2.4809,2.4737,2.4696,2.4688,2.4688
"355.27514",0.59202,0.60259,0.60127,0.60108,0.60112
"355.32211",0.34976,0.35608,0.35741,0.35746,0.35755
"355.24958",0.68961,0.68705,0.68573,0.6856,0.68559
"355.32232",1.3189,1.3047,1.3059,1.3055,1.3055
"356.256",0.010867,0.090423,0.094607,0.094716,0.094726
"356.14539",1.3581,1.3653,1.3632,1.3632,1.3632
"357.11366",0.53265,0.52696,0.52747,0.52731,0.52731
"357.17478",2.214,2.1894,2.1846,2.1839,2.1839
"357.03829",1.8631,1.8422,1.8381,1.8428,1.8428
"357.15921",1.4197,1.4092,1.4061,1.4057,1.4057
"357.21464",0.21449,0.2648,0.26448,0.2644,0.26449
"357.18581",0.82129,0.82563,0.82399,0.82385,0.82393
"357.21467",0.087797,0.087115,0.093573,0.095476,0.095506
"357.21493",0.5855,0.57874,0.57782,0.57771,0.5777
"358.10493",2.333,2.3078,2.3039,2.3031,2.3031
"358.13021",1.049,1.1231,1.1279,1.1279,1.1279
"358.18425",0.37726,0.39179,0.39733,0.39966,0.39971
"359.1145",0.68153,0.716,0.71649,0.7164,0.71639
"359.2236",2.7451,2.7176,2.7115,2.7106,2.7106
"359.19018",1.413,1.3978,1.3947,1.3943,1.3943
"359.22333",1.2176,1.2418,1.2393,1.2393,1.2393
"360.17831",0.62991,0.62423,0.62291,0.62272,0.62271
"360.18527",1.1754,1.1691,1.1719,1.1717,1.1717
"361.08226",0.11224,0.11988,0.12038,0.12182,0.12186
"361.0938",0.91656,0.92732,0.92798,0.92885,0.92886
"361.17958",1.9184,1.9225,1.9205,1.9203,1.9203
"361.16409",0.11155,0.12171,0.12144,0.12147,0.12154
"361.22347",0.12685,0.12554,0.12616,0.12618,0.1262
"361.23891",1.3581,1.3434,1.3405,1.34,1.34
"361.2571",1.0753,1.0632,1.0609,1.061,1.061
"362.07563",1.0506,1.1075,1.1052,1.1055,1.1055
"362.23898",0.70779,0.70105,0.7004,0.70018,0.70018
"362.20107",2.1264,2.1085,2.1073,2.1066,2.1065
"363.17701",0.12636,0.14554,0.14594,0.14595,0.14595
"363.14585",0.29681,0.33523,0.33578,0.33577,0.33577
"363.16954",1.7678,1.7502,1.7465,1.746,1.746
"363.21582",0.27314,0.27123,0.27104,0.27182,0.27182
"363.20749",0.67331,0.66944,0.66808,0.66832,0.66831
"364.2192",0.26575,0.26379,0.26399,0.2651,0.2651
"364.21119",0.10072,0.14648,0.14649,0.14659,0.14659
"364.11305",0.9139,0.90343,0.90713,0.90791,0.90804
"364.1729",0.30034,0.30613,0.334,0.33701,0.33703
"364.87049",0.071983,0.11604,0.12403,0.12411,0.12411
"365.13881",2.2509,2.2421,2.2385,2.2378,2.2377
"365.10445",0.59143,0.61544,0.62766,0.63543,0.63547
"365.24674",0.10214,0.10256,0.1026,0.10424,0.10426
"365.231",0.1532,0.17037,0.17387,0.17425,0.17424
"365.26996",0.31034,0.31286,0.31313,0.31308,0.31308
"365.14661",0.21346,0.45966,0.51494,0.51581,0.51595
"365.23147",0.61954,0.61311,0.61179,0.61182,0.61181
"365.26753",0.54807,0.54393,0.5444,0.54422,0.54421
"366.22631",0.18936,0.21424,0.2138,0.21381,0.21381
"367.10404",0.17698,0.3461,0.35674,0.3572,0.3572
"367.01352",2.409,2.3832,2.378,2.3773,2.3772
"367.1882",1.7251,1.7149,1.7114,1.7112,1.7112
"368.19001",1.2093,1.2123,1.2102,1.2108,1.2108
"368.24162",0.66602,0.6658,0.66433,0.66435,0.66435
"369.02874",3.1334,3.1011,3.0955,3.0945,3.0945
"369.02882",3.4926,3.4544,3.447,3.4459,3.4459
"369.17399",0.94886,0.95867,0.95694,0.95662,0.95661
"369.17432",0.91254,0.90863,0.90798,0.90798,0.90797
"369.24082",0.93421,0.97095,0.96956,0.97127,0.97127
"369.22867",0.41064,0.40977,0.4089,0.40878,0.40878
"369.30162",0.6652,0.65751,0.65787,0.65778,0.65778
"370.03223",3.0431,3.0095,3.0031,3.0021,3.0021
"370.17782",0.80814,0.79932,0.7993,0.7991,0.7991
"370.14255",1.65,1.6347,1.6313,1.6317,1.6318
"370.23907",1.0001,1.0435,1.0503,1.0502,1.0502
"371.17734",0.54612,0.55026,0.54957,0.55299,0.55306
"371.25948",0.61061,0.62695,0.63169,0.6315,0.63149
"371.23026",0.075142,0.10187,0.10653,0.10734,0.10738
"372.25475",1.2803,1.3224,1.3229,1.3228,1.3228
"372.19357",1.1753,1.2044,1.2032,1.2028,1.2028
"372.2142",0.36305,0.3745,0.37374,0.37365,0.37366
"373.13291",1.8144,1.8056,1.8046,1.8042,1.8042
"373.17339",0.16174,0.18744,0.18735,0.18779,0.18782
"373.11475",1.6088,1.5902,1.5887,1.5893,1.5893
"373.26764",0.61366,0.61775,0.64096,0.65166,0.65172
"373.25959",0.65847,0.65318,0.65271,0.65281,0.65286
"374.27841",1.3729,1.3589,1.3572,1.3567,1.3568
"375.17961",1.1159,1.1067,1.1127,1.1148,1.1148
"375.24429",0.1257,0.1338,0.13396,0.13438,0.13441
"375.25212",0.18896,0.19148,0.19594,0.19617,0.19617
"375.10916",0.024697,0.03721,0.040269,0.040479,0.040497
"375.26742",0.12284,0.12546,0.12674,0.12699,0.12701
"375.26772",1.726,1.7069,1.7042,1.7036,1.7036
"375.21798",0.4107,0.41658,0.41589,0.41583,0.41583
"375.21809",2.2104,2.2027,2.198,2.1973,2.1973
"376.21673",1.4543,1.4717,1.4715,1.471,1.471
"376.21669",1.6146,1.6127,1.61,1.6095,1.6095
"377.12454",0.80176,0.82666,0.82504,0.82476,0.82479
"377.28316",0.40004,0.39543,0.39553,0.3955,0.39551
"377.28142",0.20988,0.22698,0.23208,0.23236,0.23238
"377.14315",0.030697,0.15381,0.15664,0.15973,0.15973
"377.23529",0.85811,0.91709,0.9152,0.91526,0.91526
"377.23679",0.24839,0.27055,0.27018,0.27021,0.27022
"377.27325",0.056527,0.087829,0.088612,0.089455,0.089454
"377.23666",0.1802,0.19156,0.19129,0.19142,0.19142
"377.27157",2.0179,1.9946,1.9904,1.9905,1.9905
"377.27296",0.60545,0.59937,0.6006,0.6004,0.60039
"377.27171",0.90193,0.96502,0.96441,0.96855,0.96858
"377.23376",1.7645,1.757,1.7531,1.7529,1.7529
"377.27282",0.46185,0.45699,0.45607,0.45609,0.45609
"378.29959",0.69036,0.7019,0.70671,0.70648,0.70647
"378.10224",2.2508,2.2351,2.2306,2.2299,2.2299
"379.0841",0.98085,0.97293,0.97154,0.97152,0.97155
"379.24941",0.72605,0.72816,0.7312,0.73096,0.73096
"379.21312",0.064813,0.065322,0.069168,0.069594,0.069632
"380.18284",0.34306,0.34122,0.34046,0.34042,0.34042
"380.9267",0.40693,0.40266,0.40658,0.40648,0.40649
"381.21597",0.090084,0.091282,0.091635,0.092142,0.092153
"381.23202",0.23785,0.25332,0.25283,0.25281,0.25282
"381.22866",0.19601,0.2087,0.20825,0.20846,0.20846
"381.1061",1.3129,1.2986,1.2971,1.297,1.297
"381.10713",1.6528,1.6337,1.6301,1.63,1.63
"381.21072",1.8268,1.8058,1.802,1.8028,1.8028
"381.30903",0.84536,0.8383,0.84197,0.84516,0.84515
"381.19248",0.093639,0.11713,0.12109,0.12113,0.12115
"381.33801",0.89992,0.88972,0.88794,0.88778,0.88778
"381.3377",0.21564,0.23523,0.23622,0.23638,0.23641
"382.09174",2.4514,2.4246,2.4192,2.4184,2.4184
"383.0443",3.2124,3.1779,3.1738,3.1727,3.1727
"383.06671",2.0419,2.0391,2.0377,2.0374,2.0373
"383.1351",1.3936,1.4443,1.4458,1.4459,1.4459
"383.0892",0.062741,0.25936,0.26364,0.26355,0.26355
"383.1637",0.66675,0.66352,0.67378,0.6741,0.67409
"383.17667",0.92945,0.91905,0.92554,0.92569,0.92599
"384.10272",0.54162,0.55186,0.60991,0.61083,0.61082
"385.13315",1.8688,1.8473,1.8432,1.8427,1.8426
"385.06034",2.8174,2.7906,2.7844,2.7841,2.7841
"385.16971",0.053885,0.05678,0.07803,0.080893,0.080893
"385.22204",0.96056,0.99919,0.99824,0.99829,0.99828
"385.20596",0.75911,0.77411,0.77679,0.77654,0.77653
"385.16947",0.74082,0.73572,0.73486,0.73514,0.73517
"385.12985",0.081298,0.38616,0.3856,0.38718,0.3872
"385.17341",0.060429,0.13038,0.13802,0.17148,0.17205
"386.09169",1.0034,0.99174,0.98955,0.99052,0.99053
"386.13606",2.9147,2.8809,2.8746,2.8737,2.8737
"386.14819",0.95835,0.94723,0.94681,0.94649,0.94663
"386.17282",0.119,0.17403,0.17664,0.17666,0.17666
"386.29173",0.55074,0.5519,0.55959,0.5594,0.5594
"387.12843",1.1318,1.1198,1.1174,1.1172,1.1173
"387.27584",0.83691,0.87065,0.86875,0.86875,0.86875
"387.22515",0.23865,0.24416,0.2555,0.25542,0.25543
"387.22164",0.617,0.62541,0.63064,0.63048,0.63047
"387.18923",0.2396,0.23975,0.2393,0.23948,0.23948
"388.3073",0.20927,0.20762,0.20781,0.2078,0.2078
"388.30736",0.068675,0.08849,0.15291,0.15291,0.15294
"388.25289",1.0519,1.0452,1.0438,1.0435,1.0435
"389.17025",0.86293,0.8538,0.86084,0.86057,0.86067
"389.28341",0.91819,0.93812,0.93701,0.9367,0.93669
"389.1248",0.48478,0.4798,0.47876,0.47861,0.47862
"389.27027",0.49749,0.49172,0.49105,0.49088,0.49089
"389.2703",0.45163,0.44921,0.45024,0.45011,0.4501
"389.2704",0.38061,0.39161,0.39474,0.3948,0.39479
"390.22624",0.70485,0.70004,0.69887,0.69873,0.69873
"390.20374",0.28302,0.34692,0.38161,0.38796,0.38797
"390.24027",0.00074831,0.036706,0.059454,0.059923,0.060018
"391.10711",0.26906,0.51761,0.52082,0.52184,0.52187
"391.13745",2.7306,2.703,2.6973,2.6964,2.6964
"391.28541",0.56429,0.55847,0.56331,0.56331,0.5633
"391.28889",0.054201,0.10575,0.10652,0.10685,0.10686
"391.28586",0.63237,0.63723,0.64186,0.64172,0.64171
"391.28582",1.0557,1.0437,1.0418,1.0415,1.0415
"391.19928",0.48061,0.47503,0.47544,0.47554,0.47558
"392.12033",1.4675,1.4668,1.4666,1.4663,1.4663
"392.2473",0.12958,0.13546,0.15425,0.15493,0.15504
"392.21951",0.066781,0.1046,0.10569,0.10842,0.10846
"392.28888",0.057219,0.057881,0.071048,0.075606,0.075777
"392.27343",1.4224,1.4059,1.4178,1.4177,1.4177
"393.2319",0.076141,0.076178,0.078092,0.078481,0.078588
"393.15594",0.72645,0.72331,0.72205,0.72181,0.72185
"393.26497",0.17693,0.25518,0.26339,0.26489,0.26496
"393.24181",2.1779,2.167,2.1627,2.162,2.162
"393.29145",0.98687,0.98235,0.9803,0.98006,0.98005
"393.19587",0.62854,0.62133,0.62029,0.62008,0.62008
"393.22869",0.51718,0.51342,0.51282,0.51276,0.51276
"394.26244",0.091202,0.099361,0.1027,0.10268,0.10272
"394.26262",0.26517,0.26391,0.26511,0.26502,0.26508
"394.29384",0.7594,0.7507,0.75274,0.75267,0.75267
"394.29359",0.5241,0.53738,0.54753,0.54751,0.5475
"394.19873",1.1761,1.1629,1.1629,1.1626,1.1626
"394.33272",0.0045721,0.015259,0.046426,0.046485,0.046548
"394.88954",0.14262,0.14302,0.14508,0.14507,0.1451
"395.12019",0.15199,0.2331,0.25116,0.25111,0.25112
"395.18995",0.69044,0.68264,0.68112,0.68099,0.68101
"395.17579",0.19731,0.29602,0.2999,0.29984,0.30005
"395.2442",0.44482,0.44865,0.44788,0.4478,0.44779
"395.24438",0.22166,0.22711,0.22807,0.228,0.228
"395.27482",0.47634,0.53071,0.53263,0.53246,0.53246
"396.14467",2.0505,2.0346,2.0337,2.033,2.033
"397.16905",0.82006,0.8149,0.81904,0.81889,0.81889
"397.16905954",0.52424,0.51882,0.51816,0.51801,0.51801
"397.1505",0.48451,0.53509,0.53487,0.53497,0.53521
"397.17703",0.1978,0.20053,0.20559,0.23438,0.23466
"397.16915",0.053759,0.06077,0.065827,0.067549,0.067623
"397.25933",0.44462,0.44001,0.44716,0.44701,0.447
"397.20584",0.45175,0.44891,0.45384,0.45368,0.45369
"397.33232",1.2448,1.2761,1.287,1.2876,1.2876
"398.00777",1.8586,1.8386,1.8508,1.8504,1.8503
"398.20914",0.55524,0.56036,0.56253,0.56235,0.56235
"399.18482",0.13967,0.15005,0.14994,0.1499,0.1499
"399.18526",0.64978,0.65674,0.65539,0.65535,0.65534
"400.0047",1.7097,1.6909,1.7014,1.701,1.7009
"400.99783",1.7404,1.7205,1.728,1.7276,1.7276
"401.16407",1.4035,1.3877,1.3846,1.3842,1.3842
"401.14262",0.49504,0.48929,0.48896,0.48885,0.48918
"401.2907",0.063417,0.097472,0.10197,0.10193,0.10239
"401.26574",0.26407,0.28813,0.30828,0.31079,0.3108
"401.21675",1.3915,1.3757,1.3727,1.3723,1.3723
"402.29422",0.18711,0.19798,0.20104,0.20101,0.20108
"402.30168",0.53634,0.53134,0.53124,0.53109,0.53109
"402.95245",0.3055,0.31102,0.31447,0.31467,0.31466
"403.13965",0.52541,0.53251,0.53839,0.53892,0.5394
"403.29649",0.13159,0.16233,0.16547,0.16555,0.16572
"403.23579",0.36927,0.36762,0.39165,0.39541,0.39549
"405.26473",0.43118,0.42674,0.42613,0.42599,0.426
"405.26458",0.62907,0.62208,0.62074,0.62081,0.62081
"405.26463572",0.26576,0.27216,0.27176,0.27192,0.27192
"406.19899",0.50289,0.5072,0.50674,0.50657,0.50657
"407.11044",0.77695,0.76893,0.78833,0.79184,0.79183
"407.12178",1.6032,1.5848,1.5832,1.5842,1.5842
"407.29163",0.14203,0.24213,0.24835,0.25003,0.25031
"407.1939",0.27144,0.28177,0.2839,0.28403,0.28403
"408.25244",0.81758,0.85392,0.85216,0.85233,0.85232
"408.28423",0.76598,0.76758,0.77083,0.7706,0.77059
"409.20556",0.4374,0.44969,0.45002,0.44993,0.44993
"409.28543",0.26985,0.32805,0.35579,0.3557,0.35575
"409.29625",0.18802,0.18624,0.18923,0.18962,0.18964
"410.23167",0.42251,0.46576,0.47639,0.47624,0.47623
"410.22709",0.92563,0.9189,0.91688,0.91658,0.91657
"410.28848",1.3069,1.3303,1.3279,1.3275,1.3274
"411.26152",0.5463,0.55652,0.56586,0.56576,0.56576
"411.21567",0.58028,0.60426,0.6079,0.6081,0.60809
"411.23905",0.81291,0.80511,0.80357,0.80331,0.8033
"411.18518",0.20808,0.22182,0.22642,0.22729,0.2273
"411.23937",0.84806,0.83885,0.83771,0.8375,0.83749
"412.28946",0.058325,0.072142,0.086085,0.090939,0.090938
"412.20156",1.2082,1.2528,1.25,1.2498,1.2498
"413.19276",0.13432,0.15478,0.15647,0.15661,0.15662
"413.30659",0.031845,0.057779,0.071737,0.080229,0.080437
"413.20048",0.32441,0.32222,0.32158,0.32148,0.32148
"414.26803",0.76851,0.78194,0.78392,0.78365,0.78364
"414.20387",0.26934,0.29175,0.29113,0.29108,0.29109
"414.97112",0.31405,0.32438,0.32818,0.3284,0.3284
"415.14328",1.5538,1.5367,1.5334,1.5333,1.5333
"415.17993",0.13958,0.15256,0.15766,0.15948,0.15947
"415.26868",0.85036,0.85287,0.8527,0.85363,0.85362
"415.17058",1.7855,1.774,1.7702,1.7714,1.7714
"415.27044",0.14782,0.16198,0.18568,0.18568,0.18576
"415.26288",1.5414,1.5419,1.539,1.5396,1.5396
"415.21629",0.22894,0.27771,0.27938,0.27928,0.27928
