"","Fold Change","log2(FC)"
"490.35396",0.46348,-1.1094
"387.18923",0.4637,-1.1087
"481.29942",0.46378,-1.1085
"417.33789",0.46407,-1.1076
"116.92737741",2.1501,1.1044
"211.07199",0.46515,-1.1042
"342.26538",2.1496,1.104
"294.11984",2.1486,1.1034
"347.25908",0.46541,-1.1034
"239.12889",2.1475,1.1026
"218.103",0.46572,-1.1025
"265.10595",0.46585,-1.1021
"345.20515",2.1454,1.1012
"268.16133",2.1451,1.1011
"565.33419",2.1451,1.1011
"169.0497",0.4663,-1.1007
"293.17612",2.1442,1.1004
"337.09377",2.1438,1.1002
"522.32638",2.142,1.099
"264.12422",2.1419,1.0989
"161.04457",2.1396,1.0973
"273.20764",2.1384,1.0965
"566.33671",2.1384,1.0965
"576.47206",2.1381,1.0963
"246.96148",2.1364,1.0952
"523.27358",2.1348,1.0941
"200.04047",2.1341,1.0937
"393.32098",2.1303,1.0911
"390.24027",2.1303,1.091
"330.20381",2.1283,1.0897
"99.9244",2.1281,1.0896
"465.30528",0.46999,-1.0893
"463.34359",0.47027,-1.0884
"229.11897",2.1241,1.0869
"331.20741",2.1238,1.0866
"645.41062",2.1235,1.0864
"506.31194",0.47114,-1.0858
"450.33088",0.4717,-1.0841
"497.29485",0.47205,-1.083
"168.02694",2.1182,1.0828
"267.15798",2.1174,1.0823
"332.1242",0.47233,-1.0821
"206.08179",2.1159,1.0813
"568.35167",2.116,1.0813
"425.24656",0.47264,-1.0812
"629.51121",0.4728,-1.0807
"253.05066",2.1149,1.0806
"774.57413",0.47308,-1.0798
"541.32017",2.1131,1.0793
"255.0887",0.4733,-1.0792
"135.04406",2.1114,1.0782
"371.11681",2.11,1.0772
"585.48644",2.1095,1.0769
"330.10703",0.47426,-1.0762
"159.06519",0.47437,-1.0759
"307.19539",0.47469,-1.0749
"165.0548",2.1062,1.0746
"378.29959",0.4749,-1.0743
"229.08674",2.1053,1.074
"354.26517",2.1005,1.0707
"343.21278",0.47661,-1.0691
"225.10456",2.098,1.069
"257.17582",0.47676,-1.0687
"551.30447",2.0961,1.0677
"329.07676",2.0953,1.0672
"460.26843",0.47783,-1.0654
"334.15279",0.4783,-1.064
"457.08077",0.47832,-1.064
"526.32932",0.47862,-1.063
"191.07069",0.47867,-1.0629
"773.57077",0.47881,-1.0625
"488.27687",2.0878,1.062
"543.43924",2.0864,1.061
"258.10144",0.47996,-1.059
"463.22043",0.48005,-1.0588
"461.25542",2.0819,1.0579
"174.95534",2.0807,1.0571
"263.12917",2.0805,1.0569
"558.46138",0.48107,-1.0557
"242.06719",0.48156,-1.0542
"110.02351",2.0764,1.0541
"383.33671",2.0757,1.0536
"125.03453",0.48201,-1.0529
"405.29177",0.48205,-1.0528
"217.07156",0.48241,-1.0517
"521.26919",0.48241,-1.0517
"451.27059",0.48245,-1.0515
"343.26885",0.48279,-1.0505
"564.33092",2.0699,1.0496
"295.18922",2.0689,1.0489
"567.34968",2.0682,1.0484
"137.02327",2.0669,1.0475
"267.06933",2.0663,1.0471
"527.26016",2.0653,1.0464
"287.15003",0.48445,-1.0456
"388.3073",2.0642,1.0456
"166.04991",2.0637,1.0452
"415.17993",0.48487,-1.0443
"392.31747",2.062,1.0441
"329.17597",0.48537,-1.0428
"449.3277",0.48547,-1.0426
"340.22457",0.48544,-1.0426
"293.12445",0.48559,-1.0422
"629.51855",0.48566,-1.042
"460.35183",0.48575,-1.0417
"287.05636",2.0584,1.0415
"275.15067",0.48641,-1.0397
"507.36923",0.48651,-1.0395
"803.54024",0.48655,-1.0393
"248.00252",2.0553,1.0393
"442.26626",0.48666,-1.039
"327.21819",0.48679,-1.0386
"215.12854",0.48701,-1.038
"475.21581",0.48794,-1.0352
"478.18073",0.4881,-1.0348
"444.2818",0.48813,-1.0347
"454.23551",2.0481,1.0343
"394.28094",2.047,1.0335
"116.92737",2.0447,1.0319
"566.34648",2.0443,1.0316
"416.28796",0.48957,-1.0304
"449.25577",0.4897,-1.03
"414.20387",2.041,1.0293
"143.07034",2.0394,1.0281
"295.11235",2.036,1.0258
"235.07885",2.0357,1.0255
"523.23733",0.49165,-1.0243
"345.2287",2.0335,1.0239
"453.2862",2.0324,1.0232
"289.09332",2.0319,1.0228
"521.33041",2.03,1.0215
"609.4922",2.0296,1.0212
"713.60948",0.49278,-1.021
"400.18712",0.49317,-1.0198
"255.23308",0.49454,-1.0158
"167.06131",2.021,1.0151
"267.12404",0.4949,-1.0148
"445.33288",0.49533,-1.0136
"547.38691",0.49534,-1.0135
"415.25508",2.018,1.0129
"483.24248",2.0161,1.0116
"497.27675",2.0127,1.0092
"172.02188",0.49695,-1.0088
"273.17077",0.49699,-1.0087
"511.2737",0.49699,-1.0087
"265.00335",0.49711,-1.0084
"275.18658",2.0105,1.0076
"594.48258",0.49789,-1.0061
"415.28186",2.0035,1.0025
"635.43194",2.0023,1.0017
"711.53675",0.49955,-1.0013
"613.52306",2.0015,1.0011
"190.0519",2.001,1.0007
"93.03314",0.49994,-1.0002
"116.92735993",2.0001,1.0001
